agreement_type,agreement,signed,entered_into_force,eoi,PARTNER_COUNTRY_CODE,PARENT_COUNTRY_CODE
Multilateral,MCON-Orig,1995-04-01,1995-04-01,On Request,USA,ROU
DTC,DTC RO US,1973-12-04,1976-02-26,Uncertain,USA,ROU
DTC,DTC RO UY,2012-09-14,2014-10-22,Uncertain,URY,ROU
DTC,DTC RO UZ,1996-06-06,1997-10-17,Uncertain,UZB,ROU
DTC,DTC RO VN,1995-07-08,1992-10-29,Uncertain,VNM,ROU
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,VGB,ROU
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,VGB,ROU
DTC,DTC RO ZM,1983-07-21,1992-10-29,Uncertain,ZMB,ROU
DTC,DTC AL RS,2004-12-22,2005-11-17,Uncertain,ALB,SRB
DTC,DTC AT RS,2010-05-07,2010-12-17,Uncertain,AUT,SRB
DTC,DTC AZ RS,2010-05-13,2010-12-01,Uncertain,AZE,SRB
DTC,DTC BE RS,1980-11-21,1983-05-26,Uncertain,BEL,SRB
DTC,DTC CA RS,2012-04-27,2013-10-31,Uncertain,CAN,SRB
DTC,DTC CN RS,1997-03-21,1998-01-01,Uncertain,CHN,SRB
DTC,DTC HR RS,2001-12-14,2004-04-22,Uncertain,HRV,SRB
DTC,DTC CY RS,1985-06-29,1986-09-08,Uncertain,CYP,SRB
DTC,DTC CZ RS,2004-11-11,2005-06-27,Uncertain,CZE,SRB
DTC,DTC DK RS,2009-05-15,2009-12-18,Uncertain,DNK,SRB
DTC,DTC EE RS,2009-09-24,2010-06-14,Uncertain,EST,SRB
DTC,DTC FI RS,1986-05-08,1987-12-18,Uncertain,FIN,SRB
DTC,DTC FR RS,1974-03-28,1975-08-01,Uncertain,FRA,SRB
DTC,DTC GE RS,2012-04-04,2013-01-09,Uncertain,GEO,SRB
DTC,DTC DE RS,1987-03-26,1988-12-25,Uncertain,DEU,SRB
DTC,DTC GH RS,2005-05-25,,Uncertain,GHA,SRB
DTC,DTC GR RS,1997-06-25,2010-06-08,Uncertain,GRC,SRB
DTC,DTC HU RS,2001-06-26,2003-01-01,Uncertain,HUN,SRB
DTC,DTC IN RS,2006-02-08,2008-09-23,Uncertain,IND,SRB
DTC,DTC ID RS,2011-02-28,,Uncertain,IDN,SRB
DTC,DTC IE RS,2009-09-23,2010-06-16,Uncertain,IRL,SRB
DTC,DTC IT RS,1982-02-24,1985-07-03,Uncertain,ITA,SRB
DTC,DTC JE RS,2015-07-28,,Uncertain,JEY,SRB
DTC,DTC KZ RS,2015-08-28,,Uncertain,KAZ,SRB
DTC,DTC KW RS,2002-04-02,2004-01-01,Uncertain,KWT,SRB
DTC,DTC LV RS,2005-11-22,2006-05-19,Uncertain,LVA,SRB
DTC,DTC LT RS,2007-08-28,2009-06-12,Uncertain,LTU,SRB
DTC,DTC LU RS,2015-12-15,,Uncertain,LUX,SRB
DTC,DTC MK RS,1996-09-04,1997-07-22,Uncertain,MKD,SRB
DTC,DTC MT RS,2009-09-09,2010-06-16,Uncertain,MLT,SRB
DTC,DTC MA RS,2013-06-06,,Uncertain,MAR,SRB
DTC,DTC NL RS,1982-02-22,1983-02-06,Uncertain,NLD,SRB
DTC,DTC NO RS,1983-01-10,2003-05-29,Uncertain,NOR,SRB
DTC,DTC PK RS,2010-05-21,2010-10-21,Uncertain,PAK,SRB
DTC,DTC PL RS,1997-06-12,1999-01-01,Uncertain,POL,SRB
DTC,DTC QA RS,2009-10-02,2010-12-09,Uncertain,QAT,SRB
DTC,DTC RO RS,1996-05-16,1998-01-01,Uncertain,ROU,SRB
DTC,DTC RS RU,1995-10-12,1998-01-01,Uncertain,RUS,SRB
DTC,DTC RS SK,2001-02-26,2001-10-15,Uncertain,SVK,SRB
DTC,DTC RS SI,2003-06-11,2003-12-31,Uncertain,SVN,SRB
DTC,DTC ES RS,2009-03-09,2010-03-28,Uncertain,ESP,SRB
DTC,DTC RS SE,1980-06-18,1981-12-16,Uncertain,SWE,SRB
DTC,DTC CH RS,2005-04-13,2006-05-05,Uncertain,CHE,SRB
DTC,DTC RS TN,2012-04-11,2013-06-03,Uncertain,TUN,SRB
DTC,DTC RS UA,2001-03-22,2001-11-29,Uncertain,UKR,SRB
DTC,DTC AE RS,2013-01-13,2013-07-02,Uncertain,ARE,SRB
DTC,DTC GB RS,1981-11-06,1982-09-16,Uncertain,GBR,SRB
FATCA,FATCA US RS,,2014-06-30,Automatic,USA,SRB
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,ALB,RUS
DTC,DTC AL RU,1995-04-11,1998-01-01,Uncertain,ALB,RUS
DTC,DTC DZ RU,2006-03-10,2009-01-01,Uncertain,DZA,RUS
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,AIA,RUS
Multilateral,MCON-Amend ,2013-01-01,2013-01-01,On Request,ARG,RUS
DTC,DTC AR RU,2001-10-10,2012-10-16,Uncertain,ARG,RUS
DTC,DTC AM RU,1996-12-28,1999-01-01,Uncertain,ARM,RUS
Multilateral,MCON-Amend,2012-12-01,2012-12-01,On Request,AUS,RUS
DTC,DTC AU RU,2000-09-07,2003-12-17,Uncertain,AUS,RUS
Multilateral,MCON-Amend,2014-12-01,2014-12-01,On Request,AUT,RUS
DTC,DTC AT RU,2000-04-13,2002-12-30,Uncertain,AUT,RUS
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,AZE,RUS
DTC,DTC AZ RU,1997-07-03,1999-01-01,Uncertain,AZE,RUS
DTC,DTC BY RU,1995-04-21,1998-01-01,Uncertain,BLR,RUS
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,BEL,RUS
DTC,DTC BE RU,1995-06-16,2000-06-26,Uncertain,BEL,RUS
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,BLZ,RUS
DTC,DTC BW RU,2003-04-08,2010-01-01,Uncertain,BWA,RUS
DTC,DTC BR RU,2004-11-22,2009-01-19,Uncertain,BRA,RUS
Multilateral,MCON-Amend,2016-07-01,2016-07-01,On Request,BGR,RUS
DTC,DTC BG RU,1993-06-08,1996-01-01,Uncertain,BGR,RUS
Multilateral,MCON-Amend,2015-06-30,2015-06-30,On Request,CMR,RUS
Multilateral,MCON-Amend,2013-11-21,2013-11-21,On Request,CAN,RUS
DTC,DTC CA RU,1995-10-05,1997-05-05,Uncertain,CAN,RUS
Multilateral,MCON-Amend,2014-01-01,2014-01-01,On Request,CYM,RUS
DTC,DTC CL RU,2004-11-19,2012-02-28,Uncertain,CHL,RUS
Multilateral,MCON-Amend,2016-02-01,2016-02-01,On Request,CHN,RUS
DTC,DTC CN RU,1994-05-27,1998-01-01,Uncertain,CHN,RUS
Multilateral,MCON-Amend,2014-07-01,2014-07-01,On Request,COL,RUS
DTC,DTC CD RU,1999-05-15,,Uncertain,COD,RUS
Multilateral,MCON-Amend,2013-08-01,2013-08-01,On Request,CRI,RUS
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,HRV,RUS
DTC,DTC HR RU,1995-10-02,1998-01-01,Uncertain,HRV,RUS
DTC,DTC CU RU,2000-12-14,2010-11-15,Uncertain,CUB,RUS
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,CYP,RUS
DTC,DTC CY RU,1998-12-05,2000-01-01,Uncertain,CYP,RUS
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,CZE,RUS
DTC,DTC CZ RU,1995-11-17,1997-07-18,Uncertain,CZE,RUS
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,DNK,RUS
DTC,DTC DK RU,1996-02-08,1997-04-27,Uncertain,DNK,RUS
DTC,DTC EG RU,1997-09-23,2001-01-01,Uncertain,EGY,RUS
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,EST,RUS
DTC,DTC EE RU,2002-11-05,,Uncertain,EST,RUS
DTC,DTC ET RU,1999-11-26,,Uncertain,ETH,RUS
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,FRO,RUS
Multilateral,MCON-Amend,2010-12-21,2010-12-21,On Request,FIN,RUS
DTC,DTC FI RU,1996-05-04,2003-01-01,Uncertain,FIN,RUS
Multilateral,MCON-Amend,2012-04-01,2012-04-01,On Request,FRA,RUS
DTC,DTC FR RU,1996-11-26,1999-03-09,Uncertain,FRA,RUS
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,GEO,RUS
DTC,DTC GE RU,1999-08-04,,Uncertain,GEO,RUS
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,DEU,RUS
DTC,DTC DE RU,1996-05-29,1996-12-30,Uncertain,DEU,RUS
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GHA,RUS
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GRC,RUS
DTC,DTC GR RU,2000-06-26,2007-12-20,Uncertain,GRC,RUS
Multilateral,MCON-Amend,2014-08-01,2014-08-01,On Request,GGY,RUS
Multilateral,MCON-Amend,2015-03-01,2015-03-01,On Request,HUN,RUS
DTC,DTC HU RU,1994-04-01,1998-01-01,Uncertain,HUN,RUS
Multilateral,MCON-Amend,2012-02-01,2012-02-01,On Request,ISL,RUS
DTC,DTC IS RU,1999-11-26,2004-01-01,Uncertain,ISL,RUS
Multilateral,MCON-Amend,2012-06-01,2012-06-01,On Request,IND,RUS
DTC,DTC IN RU,1997-03-25,1998-04-11,Uncertain,IND,RUS
Multilateral,MCON-Amend,2015-05-01,2015-05-01,On Request,IDN,RUS
DTC,DTC ID RU,1999-03-12,2002-12-17,Uncertain,IDN,RUS
DTC,DTC IR RU,1998-03-06,2003-01-01,Uncertain,IRN,RUS
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,IRL,RUS
DTC,DTC IE RU,1994-04-29,1995-07-07,Uncertain,IRL,RUS
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,IMN,RUS
DTC,DTC IL RU,1994-04-25,2001-01-01,Uncertain,ISR,RUS
Multilateral,MCON-Amend,2012-05-01,2012-05-01,On Request,ITA,RUS
DTC,DTC IT RU,1996-04-09,1998-11-30,Uncertain,ITA,RUS
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,JPN,RUS
DTC,DTC JP RU,1986-01-18,1987-01-01,Uncertain,JPN,RUS
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,JEY,RUS
Multilateral,MCON-Amend,2015-08-01,2015-08-01,On Request,KAZ,RUS
DTC,DTC KZ RU,1996-10-18,1998-01-01,Uncertain,KAZ,RUS
DTC,DTC KW RU,1999-02-09,2004-01-01,Uncertain,KWT,RUS
DTC,DTC KG RU,1999-01-13,2001-01-01,Uncertain,KGZ,RUS
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LVA,RUS
DTC,DTC LV RU,2010-12-20,2012-11-08,Uncertain,LVA,RUS
DTC,DTC LB RU,1997-04-07,2001-01-01,Uncertain,LBN,RUS
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,LTU,RUS
DTC,DTC LT RU ,1999-06-29,2006-01-01,Uncertain,LTU,RUS
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LUX,RUS
DTC,DTC LU RU,1993-06-28,1997-05-07,Uncertain,LUX,RUS
DTC,DTC MK RU,1997-10-21,2000-07-14,Uncertain,MKD,RUS
DTC,DTC MY RU,1987-07-31,1988-07-04,Uncertain,MYS,RUS
DTC,DTC ML RU,1996-06-25,2000-01-01,Uncertain,MLI,RUS
DTC,DTC MT RU,2013-04-24,2014-05-22,Uncertain,MLT,RUS
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,MLT,RUS
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,MUS,RUS
DTC,DTC MU RU,1995-08-24,,Uncertain,MUS,RUS
Multilateral,MCON-Amend,2012-09-01,2012-09-01,On Request,MEX,RUS
DTC,DTC MX RU,2004-06-07,2008-04-02,Uncertain,MEX,RUS
Multilateral,MCON-Amend,2012-03-01,2012-03-01,On Request,MDA,RUS
DTC,DTC MD RU,1996-04-12,1998-01-01,Uncertain,MDA,RUS
DTC,DTC MN RU,1995-04-05,1998-01-01,Uncertain,MNG,RUS
DTC,DTC ME RU,1995-10-12,1998-01-01,Uncertain,MNE,RUS
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,MSR,RUS
DTC,DTC MA RU,1997-09-04,1999-08-31,Uncertain,MAR,RUS
DTC,DTC NA RU,1998-03-31,2001-01-01,Uncertain,NAM,RUS
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,NLD,RUS
DTC,DTC NL RU,1996-12-16,1998-08-27,Uncertain,NLD,RUS
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,NZL,RUS
DTC,DTC NZ RU,2000-09-05,2003-07-04,Uncertain,NZL,RUS
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,NGA,RUS
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,NOR,RUS
DTC,DTC NO RU,1996-03-26,2002-12-20,Uncertain,NOR,RUS
DTC,DTC OM RU ,2001-11-26,,Uncertain,OMN,RUS
DTC,DTC PS RU,1997-09-26,2001-01-01,Uncertain,PSE,RUS
DTC,DTC PH RU,1995-04-26,1997-09-12,Uncertain,PHL,RUS
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,POL,RUS
DTC,DTC PL RU,1992-05-22,1994-01-01,Uncertain,POL,RUS
Multilateral,MCON-Amend,2015-03-11,2015-03-11,On Request,PRT,RUS
DTC,DTC PT RU,2000-05-29,2002-12-11,Uncertain,PRT,RUS
DTC,DTC QA RU,1998-04-20,2000-01-19,Uncertain,QAT,RUS
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,ROU,RUS
DTC,DTC RO RU,1993-09-27,1996-01-01,Uncertain,ROU,RUS
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,SMR,RUS
Multilateral,MCON-Amend,2016-04-01,2016-04-01,On Request,SAU,RUS
DTC,DTC RU SA,2007-02-11,2010-02-01,Uncertain,SAU,RUS
DTC,DTC RS RU,1995-10-12,1998-01-01,Uncertain,SRB,RUS
Multilateral,MCON-Amend,2015-10-01,2015-10-01,On Request,SYC,RUS
Multilateral,MCON-Amend,2016-05-01,2016-05-01,On Request,SGP,RUS
DTC,DTC RU SG,2002-09-09,2009-01-16,Uncertain,SGP,RUS
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,SVK,RUS
DTC,DTC RU SK,1994-06-24,1997-05-01,Uncertain,SVK,RUS
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,SVN,RUS
DTC,DTC RU SI,1995-09-29,1998-01-01,Uncertain,SVN,RUS
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,ZAF,RUS
DTC,DTC RU ZA,1995-11-27,2001-01-01,Uncertain,ZAF,RUS
Multilateral,MCON-Amend,2012-07-01,2012-07-01,On Request,KOR,RUS
DTC,DTC KR RU,1992-11-19,1996-01-01,Uncertain,KOR,RUS
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ESP,RUS
DTC,DTC ES RU,1998-12-16,2000-06-13,Uncertain,ESP,RUS
DTC,DTC LK RU,1999-03-02,2003-01-01,Uncertain,LKA,RUS
Multilateral,MCON-Amend,2011-09-01,2011-09-01,On Request,SWE,RUS
DTC,DTC RU SE,1993-06-15,1996-01-01,Uncertain,SWE,RUS
DTC,DTC CH RU,1995-11-15,1997-04-18,Uncertain,CHE,RUS
DTC,DTC RU SY,2000-09-17,2004-01-01,Uncertain,SYR,RUS
DTC,DTC RU TJ,1997-03-31,2004-01-01,Uncertain,TJK,RUS
DTC,DTC RU TH,1999-09-23,2010-01-01,Uncertain,THA,RUS
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,TUN,RUS
DTC,DTC RU TR,1997-12-15,2000-01-01,Uncertain,TUR,RUS
DTC,DTC RU TM,1998-01-14,2000-01-01,Uncertain,TKM,RUS
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,TCA,RUS
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,UKR,RUS
DTC,DTC RU UA,1995-02-08,2000-01-01,Uncertain,UKR,RUS
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,GBR,RUS
DTC,DTC GB RU,1994-02-15,1998-01-01,Uncertain,GBR,RUS
DTC,DTC RU US,1992-06-17,1994-01-01,Uncertain,USA,RUS
DTC,DTC RU UZ,1994-03-02,1996-01-01,Uncertain,UZB,RUS
DTC,DTC RU VE,2003-12-22,2010-01-01,Uncertain,VEN,RUS
DTC,DTC RU VN,1993-05-27,1997-01-01,Uncertain,VNM,RUS
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,VGB,RUS
DTC,DTC BB RW ,2014-12-22,,Uncertain,BRB,RWA
DTC,DTC BE RW,2007-04-16,2010-07-06,Uncertain,BEL,RWA
DTC,DTC JE RW,2015-06-26,,Uncertain,JEY,RWA
DTC,DTC MU RW,2001-07-30,2003-04-14,Uncertain,MUS,RWA
DTC,DTC RW SG,2014-08-26,,Uncertain,SGP,RWA
DTC,DTC RW ZA,2002-12-05,2010-08-03,Uncertain,ZAF,RWA
DTC,DTC RW UG,2010-11-30,,Uncertain,UGA,RWA
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,ALB,SAU
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,AIA,SAU
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ARG,SAU
Multilateral,MCON-Amend,2012-12-01,2012-12-01,On Request,AUS,SAU
Multilateral,MCON-Amend,2014-12-01,2014-12-01,On Request,AUT,SAU
DTC,DTC AT SA,2006-03-19,2007-06-01,Uncertain,AUT,SAU
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,AZE,SAU
DTC,DTC AZ SA,2014-05-13,2015-05-01,Uncertain,AZE,SAU
DTC,DTC BD SA,2011-01-04,2011-10-01,Uncertain,BGD,SAU
DTC,DTC BY SA,2009-07-20,2010-08-01,Uncertain,BLR,SAU
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,BEL,SAU
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,BLZ,SAU
Multilateral,MCON-Amend,2016-07-01,2016-07-01,On Request,BGR,SAU
Multilateral,MCON-Amend,2015-06-30,2015-06-30,On Request,CMR,SAU
Multilateral,MCON-Amend,2013-11-21,2013-11-21,On Request,CAN,SAU
Multilateral,MCON-Amend,2014-01-01,2014-01-01,On Request,CYM,SAU
Multilateral,MCON-Amend,2016-02-01,2016-02-01,On Request,CHN,SAU
DTC,DTC CN SA,2006-01-23,2006-09-01,Uncertain,CHN,SAU
Multilateral,MCON-Amend,2014-07-01,2014-07-01,On Request,COL,SAU
Multilateral,MCON-Amend,2013-08-01,2013-08-01,On Request,CRI,SAU
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,HRV,SAU
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,CYP,SAU
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,CZE,SAU
DTC,DTC CZ SA,2012-04-25,2013-05-01,Uncertain,CZE,SAU
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,DNK,SAU
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,EST,SAU
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,FRO,SAU
Multilateral,MCON-Amend,2010-12-21,2010-12-21,On Request,FIN,SAU
Multilateral,MCON-Amend,2012-04-01,2012-04-01,On Request,FRA,SAU
DTC,DTC FR SA,1982-02-18,1983-03-01,Uncertain,FRA,SAU
DTC,DTC GA SA,2015-12-17,,Uncertain,GAB,SAU
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,GEO,SAU
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,DEU,SAU
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GHA,SAU
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,GRC,SAU
DTC,DTC GR SA,2008-06-19,2010-05-01,Uncertain,GRC,SAU
Multilateral,MCON-Amend,2014-08-01,2014-08-01,On Request,GGY,SAU
DTC,DTC HU SA,2014-03-23,2015-05-01,Uncertain,HUN,SAU
Multilateral,MCON-Amend,2015-03-01,2015-03-01,On Request,HUN,SAU
Multilateral,MCON-Amend,2012-02-01,2012-02-01,On Request,ISL,SAU
Multilateral,MCON-Amend,2012-06-01,2012-06-01,On Request,IND,SAU
DTC,DTC IN SA,2006-01-25,2006-11-01,Uncertain,IND,SAU
Multilateral,MCON-Amend,2015-05-01,2015-05-01,On Request,IDN,SAU
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,IRL,SAU
DTC,DTC IE SA,2011-10-19,2012-12-01,Uncertain,IRL,SAU
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,IMN,SAU
Multilateral,MCON-Amend,2012-05-01,2012-05-01,On Request,ITA,SAU
DTC,DTC IT SA,2007-01-13,2009-12-01,Uncertain,ITA,SAU
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,JPN,SAU
DTC,DTC JP SA,2010-11-15,,Uncertain,JPN,SAU
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,JEY,SAU
Multilateral,MCON-Amend,2015-08-01,2015-08-01,On Request,KAZ,SAU
DTC,DTC KZ SA,2011-06-07,,Uncertain,KAZ,SAU
DTC,DTC KG SA,2014-12-02,2015-10-01,Uncertain,KGZ,SAU
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LVA,SAU
Multilateral,MCON-Amend,2014-06-01,2014-06-01,On Request,LTU,SAU
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,LUX,SAU
DTC,DTC LU SA,2013-05-07,2014-09-01,Uncertain,LUX,SAU
DTC,DTC MK SA,2014-12-15,,Uncertain,MKD,SAU
DTC,DTC MY SA,2006-01-31,2007-07-01,Uncertain,MYS,SAU
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,MLT,SAU
DTC,DTC MT SA,2012-01-04,2012-12-01,Uncertain,MLT,SAU
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,MUS,SAU
Multilateral,MCON-Amend,2012-09-01,2012-09-01,On Request,MEX,SAU
Multilateral,MCON-Amend,2012-03-01,2012-03-01,On Request,MDA,SAU
Multilateral,MCON-Amend,2013-10-01,2013-10-01,On Request,MSR,SAU
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,NLD,SAU
DTC,DTC NL SA,2008-10-13,2010-12-01,Uncertain,NLD,SAU
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,NZL,SAU
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,NGA,SAU
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,NOR,SAU
DTC,DTC PK SA,2006-02-02,2006-11-15,Uncertain,PAK,SAU
DTC,DTC PL SA,2011-02-22,2012-06-01,Uncertain,POL,SAU
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,POL,SAU
Multilateral,MCON-Amend,2015-03-11,2015-03-11,On Request,PRT,SAU
Multilateral,MCON-Amend,2014-11-01,2014-11-01,On Request,ROU,SAU
DTC,DTC RO SA,2011-04-26,2012-07-01,Uncertain,ROU,SAU
Multilateral,MCON-Amend,2015-07-01,2015-07-01,On Request,RUS,SAU
DTC,DTC RU SA,2007-02-11,2010-02-01,Uncertain,RUS,SAU
Multilateral,MCON-Amend,2015-12-01,2015-12-01,On Request,SMR,SAU
Multilateral,MCON-Amend,2015-10-01,2015-10-01,On Request,SYC,SAU
Multilateral,MCON-Amend,2016-05-01,2016-05-01,On Request,SGP,SAU
DTC,DTC SA SG,2010-05-03,2011-07-01,Uncertain,SGP,SAU
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,SVK,SAU
Multilateral,MCON-Amend,2011-06-01,2011-06-01,On Request,SVN,SAU
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,ZAF,SAU
DTC,DTC SA ZA,2007-03-13,2008-05-01,Uncertain,ZAF,SAU
Multilateral,MCON-Amend,2012-07-01,2012-07-01,On Request,KOR,SAU
DTC,DTC KR SA,2007-03-24,2008-12-01,Uncertain,KOR,SAU
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ESP,SAU
DTC,DTC ES SA,2007-06-19,2009-10-01,Uncertain,ESP,SAU
DTC,DTC SA SZ,2015-10-19,,Uncertain,SWZ,SAU
Multilateral,MCON-Amend,2011-09-01,2011-09-01,On Request,SWE,SAU
DTC,DTC SA SY,2009-09-07,2010-10-01,Uncertain,SYR,SAU
Multilateral,MCON-Amend,2014-02-01,2014-02-01,On Request,TUN,SAU
DTC,DTC SA TN,2010-07-08,,Uncertain,TUN,SAU
DTC,DTC SA TR,2007-11-09,2009-04-01,Uncertain,TUR,SAU
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,TCA,SAU
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,UKR,SAU
DTC,DTC SA UA,2011-09-02,2012-12-01,Uncertain,UKR,SAU
Multilateral,MCON-Amend,2011-10-01,2011-10-01,On Request,GBR,SAU
DTC,DTC GB SA,2007-10-31,2009-01-01,Uncertain,GBR,SAU
FATCA,FATCA US SA,,2014-06-30,Automatic,USA,SAU
DTC,DTC SA UZ,2008-11-18,2010-11-01,Uncertain,UZB,SAU
DTC,DTC SA VU,2015-11-11,,Uncertain,VUT,SAU
DTC,DTC SA VN,2010-04-10,2011-02-01,Uncertain,VNM,SAU
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,VGB,SAU
DTC,DTC GB SB,1950-05-10,1950-05-10,Uncertain,GBR,SLB
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ALB,SYC
Multilateral,MCON-Amend,2013-12-01,2013-12-01,On Request,ALB,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AND,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,AIA,SYC
Multilateral,MCON-Amend,2014-03-01,2014-03-01,On Request,AIA,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ATG,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,ARG,SYC
Multilateral,MCON-Amend,2013-01-01,2013-01-01,On Request,ARG,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,ABW,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUS,SYC
Multilateral,MCON-Amend,2012-12-01,2012-12-01,On Request,AUS,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,AUT,SYC
Multilateral,MCON-Amend,2014-12-01,2014-12-01,On Request,AUT,SYC
Multilateral,MCON-Amend,2015-09-01,2015-09-01,On Request,AZE,SYC
DTC,DTC BH SC,2010-04-24,2012-02-03,Uncertain,BHR,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BRB,SYC
DTC,DTC BB SC,2007-10-19,2008-02-28,Uncertain,BRB,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BEL,SYC
Multilateral,MCON-Amend,2015-04-01,2015-04-01,On Request,BEL,SYC
DTC,DTC BE SC,2006-04-27,,Uncertain,BEL,SYC
Multilateral,MCAA,2014-10-29,2018-09-01,Automatic,BLZ,SYC
Multilateral,MCON-Amend,2013-09-01,2013-09-01,On Request,BLZ,SYC
Multilateral,MCAA,2014-10-29,2017-09-01,Automatic,BMU,SYC
DTC,DTC BM SC,2012-06-21,2013-07-19,Uncertain,BMU,SYC
DTC,DTC BW SC,2004-08-26,2005-06-22,Uncertain,BWA,SYC
